"conference","year","ordinal","location","submissions","accepted","acceptance_rate"
"SOSP","2023","29th","Koblenz, Germany","232","43","18.5"
"SOSP","2021","28th","Online, Online","348","54","15.5"
"SOSP","2019","27th","Huntsville (CA), Canada","276","38","13.8"
"SOSP","2017","26th","Shanghai, China","232","39","16.8"
"SOSP","2015","25th","Monterey, California, USA","181","30","16.6"
"SOSP","2013","24th","Farmington, USA","157","30","19.1"
"SOSP","2011","23rd","Cascais, Portugal","157","28","17.8"
"SOSP","2009","22nd","Big Sky, Montana, USA","139","23","16.5"
"SOSP","2007","21st","Stevenson, Washington, USA","131","25","19.1"
"SOSP","2005","20th","Brighton, UK","155","20","12.9"
"SOSP","2003","19th","Bolton Landing, New York, USA","128","22","17.2"
"SOSP","2001","18th","Banff, Canada","85","17","20"
"SOSP","1999","17th","Charleston, USA","90","19","21.1"
"SOSP","1989","12th","Litchfield Park, Arizona, USA","84","20","23.8"
"SOSP","1987","11th","Austin, USA","100","19","19"
"SOSP","1985","10th","Orcas Island, Washington, USA","85","19","22.4"
"SOSP","1983","9th","Bretton Woods, USA","83","16","19.3"
"SOSP","1981","8th","Pacific Grove, California, USA","103","23","22.3"
"EuroSys","2025","20th","Rotterdam, The Netherlands","696","85","12.2"
"EuroSys","2024","19th","Athens, Greece","484","71","14.7"
"EuroSys","2023","18th","Rome, Italy","323","54","16.7"
"EuroSys","2022","17th","Rennes, France","161","45","28"
"EuroSys","2021","16th","Online, Online","191","38","19.9"
"EuroSys","2020","15th","Heraklion, Greece","234","43","18.4"
"EuroSys","2019","14th","Dresden, Germany","207","45","21.7"
"EuroSys","2018","13th","Porto, Portugal","262","43","16.4"
"EuroSys","2017","12th","Belgrade, Serbia","188","41","21.8"
"EuroSys","2016","11th","London, UK","180","38","21.1"
"EuroSys","2015","10th","Bordeaux, France","150","32","21.3"
"EuroSys","2014","9th","Amsterdam, The Netherlands","147","27","18.4"
"EuroSys","2013","8th","Prague, Czech Republic","143","28","19.6"
"EuroSys","2012","7th","Bern, Switzerland","179","27","15.1"
"EuroSys","2011","6th","Salzburg, Austria","154","24","15.6"
"EuroSys","2010","5th","Paris, France","141","27","19.1"
"EuroSys","2009","4th","Nuremberg, Germany","126","25","19.8"
"EuroSys","2008","3rd","Glasgow, Scotland, UK","131","24","18.3"
"EuroSys","2007","2nd","Lisbon, Portugal","131","29","22.1"
"EuroSys","2006","1st","Leuven, Belgium","144","29","20.1"
"FAST","2025","23rd","Santa Clara, California, USA","167","36","21.6"
"FAST","2024","22nd","Santa Clara, California, USA","123","22","17.9"
"FAST","2023","21st","Santa Clara, California, USA","122","28","23"
"FAST","2022","20th","Santa Clara, California, USA","130","28","21.5"
"FAST","2021","19th","Online, Online","130","28","21.5"
"FAST","2020","18th","Santa Clara, California, USA","138","23","16.7"
"FAST","2019","17th","Boston, USA","145","26","17.9"
"FAST","2018","16th","Oakland, California, USA","139","23","16.5"
"FAST","2017","15th","Santa Clara, California, USA","116","27","23.3"
"FAST","2016","14th","Santa Clara, California, USA","115","27","23.5"
"FAST","2015","13th","Santa Clara, California, USA","130","28","21.5"
"FAST","2014","12th","Santa Clara, California, USA","133","24","18"
"FAST","2013","11th","San Jose, California, USA","127","24","18.9"
"FAST","2012","10th","San Jose, California, USA","137","26","19"
"FAST","2011","9th","San Jose, California, USA","74","20","27"
"FAST","2010","8th","San Jose, California, USA","89","21","23.6"
"FAST","2009","7th","San Francisco, California, USA","102","23","22.5"
"FAST","2007","5th","San Jose, California, USA","98","19","19.4"
"FAST","2005","4th","San Francisco, California, USA","125","25","20"
"FAST","2004","3rd","San Francisco, California, USA","75","18","24"
"FAST","2003","2nd","San Francisco, California, USA","67","18","26.9"
"FAST","2002","1st","Monterey, California, USA","110","21","19.1"
"USENIX ATC","2025","53rd","Boston, USA","578","93","16.1"
"USENIX ATC","2023","52nd","Boston, USA","334","62","18.6"
"USENIX ATC","2022","51st","Carlsbad, California, USA","371","62","16.7"
"USENIX ATC","2021","50th","Online, Online","316","63","19.9"
"USENIX ATC","2020","49th","Online, Online","348","65","18.7"
"USENIX ATC","2019","48th","Renton, USA","321","69","21.5"
"USENIX ATC","2018","47th","Boston, USA","347","72","20.7"
"USENIX ATC","2017","46th","Santa Clara, California, USA","254","57","22.4"
"USENIX ATC","2016","45th","Denver, USA","213","46","21.6"
"USENIX ATC","2015","44th","Santa Clara, California, USA","189","45","23.8"
"USENIX ATC","2014","43rd","Philadelphia, USA","196","31","15.8"
"USENIX ATC","2013","42nd","San Jose, California, USA","195","27","13.8"
"USENIX ATC","2012","41st","Boston, USA","185","32","17.3"
"USENIX ATC","2011","40th","Portland, USA","180","27","15"
"USENIX ATC","2010","39th","Boston, USA","147","22","15"
"USENIX ATC","2009","38th","San Diego, California, USA","191","32","16.8"
"USENIX ATC","2008","37th","Boston, USA","176","28","15.9"
"USENIX ATC","2003","32nd","San Antonio, USA","103","24","23.3"
"USENIX ATC","2000","29th","San Diego, California, USA","92","27","29.3"
"USENIX ATC","1999","28th","Monterey, California, USA","63","23","36.5"
"USENIX ATC","1998","27th","New Orleans, USA","87","23","26.4"
"PLDI","2025","46th","Seoul, Korea","312","89","28.5"
"PLDI","2024","45th","Copenhagen, Denmark","322","89","27.6"
"PLDI","2023","44th","Orlando, USA","281","83","29.5"
"PLDI","2022","43rd","San Diego, California, USA","330","68","20.6"
"PLDI","2021","42nd","Online, Online","320","87","27.2"
"PLDI","2020","41st","Online, Online","349","77","22.1"
"PLDI","2019","40th","Phoenix, USA","281","76","27"
"PLDI","2018","39th","Philadelphia, USA","258","55","21.3"
"PLDI","2017","38th","Barcelona, Spain","322","47","14.6"
"PLDI","2016","37th","Santa Barbara, California, USA","288","48","16.7"
"PLDI","2015","36th","Portland, USA","303","58","19.1"
"PLDI","2014","35th","Edinburgh, Scotland, UK","287","52","18.1"
"PLDI","2013","34th","Seattle, USA","267","46","17.2"
"PLDI","2012","33rd","Beijing, China","255","48","18.8"
"PLDI","2011","32nd","San Jose, California, USA","236","55","23.3"
"PLDI","2010","31st","Toronto, Canada","206","41","19.9"
"PLDI","2009","30th","Dublin, Ireland","194","41","21.1"
"PLDI","2008","29th","Tucson, USA","184","34","18.5"
"PLDI","2007","28th","San Diego, California, USA","178","45","25.3"
"PLDI","2006","27th","Ottawa, Canada","169","36","21.3"
"PLDI","2005","26th","Chicago, USA","135","28","20.7"
"PLDI","2003","24th","San Diego, California, USA","131","28","21.4"
"PLDI","2002","23rd","Berlin, Germany","169","28","16.6"
"PLDI","2001","22nd","Snowbird, USA","144","30","20.8"
"PLDI","2000","21st","Vancouver, Canada","173","30","17.3"
"PLDI","1999","20th","Atlanta, USA","130","26","20"
"PLDI","1998","19th","Montreal, Canada","136","31","22.8"
"PLDI","1997","18th","Las Vegas, USA","158","31","19.6"
"PLDI","1996","17th","Philadelphia, USA","112","28","25"
"PLDI","1995","16th","La Jolla, California, USA","105","28","26.7"
"PLDI","1989","10th","Portland, USA","171","31","18.1"
"PLDI","1988","9th","Atlanta, USA","192","33","17.2"
"POPL","2025","52nd","Denver, USA","298","79","26.5"
"POPL","2024","51st","London, UK","314","93","29.6"
"POPL","2023","50th","Boston, USA","275","74","26.9"
"POPL","2022","49th","Philadelphia, USA","286","65","22.7"
"POPL","2021","48th","Online, Online","258","61","23.6"
"POPL","2020","47th","New Orleans, USA","247","68","27.5"
"POPL","2019","46th","Cascais, Portugal","267","77","28.8"
"POPL","2018","45th","Los Angeles, California, USA","271","66","24.4"
"POPL","2017","44th","Paris, France","282","64","22.7"
"POPL","2016","43rd","St. Petersburg, USA","252","59","23.4"
"POPL","2015","42nd","Mumbai, India","227","52","22.9"
"POPL","2014","41st","San Diego, California, USA","220","51","23.2"
"POPL","2013","40th","Rome, Italy","238","43","18.1"
"POPL","2012","39th","Philadelphia, USA","205","44","21.5"
"POPL","2011","38th","Austin, USA","209","49","23.4"
"POPL","2010","37th","Madrid, Spain","207","39","18.8"
"POPL","2009","36th","Savannah, USA","160","36","22.5"
"POPL","2008","35th","San Francisco, California, USA","212","35","16.5"
"POPL","2007","34th","Nice, France","198","36","18.2"
"POPL","2006","33rd","Charleston, USA","167","33","19.8"
"POPL","2005","32nd","Long Beach, California, USA","170","31","18.2"
"POPL","2004","31st","Venice, Italy","176","29","16.5"
"POPL","2003","30th","New Orleans, USA","126","24","19"
"POPL","2002","29th","Portland, USA","128","28","21.9"
"POPL","2001","28th","London, UK","126","24","19"
"POPL","2000","27th","Boston, USA","151","30","19.9"
"POPL","1999","26th","San Antonio, USA","136","24","17.6"
"POPL","1998","25th","San Diego, California, USA","175","32","18.3"
"POPL","1997","24th","Paris, France","225","36","16"
"POPL","1996","23rd","St. Petersburg, USA","148","34","23"
"POPL","1994","21st","Portland, USA","173","39","22.5"
"POPL","1993","20th","Charleston, USA","199","39","19.6"
"POPL","1992","19th","Albuquerque, USA","204","30","14.7"
"POPL","1991","18th","Orlando, USA","152","31","20.4"
"POPL","1990","17th","San Francisco, California, USA","185","31","16.8"
"POPL","1989","16th","Austin, USA","191","30","15.7"
"POPL","1988","15th","San Diego, California, USA","177","28","15.8"
"POPL","1987","14th","Munich, Germany","108","29","26.9"
"POPL","1986","13th","St. Petersburg, USA","165","30","18.2"
"POPL","1983","10th","Austin, USA","170","28","16.5"
"POPL","1982","9th","Albuquerque, USA","121","38","31.4"
"POPL","1981","8th","Williamsburg, USA","121","24","19.8"
"POPL","1979","6th","San Antonio, USA","146","27","18.5"
"POPL","1978","5th","Tucson, USA","135","27","20"
"POPL","1977","4th","Los Angeles, California, USA","105","25","23.8"
"POPL","1976","3rd","Atlanta, USA","90","20","22.2"
"POPL","1975","2nd","Palo Alto, California, USA","100","23","23"
"POPL","1973","1st","Boston, USA","100","22","22"
"ECOOP","2025","39th","Bergen, Norway","102","42","41.2"
"ECOOP","2024","38th","Vienna, Austria","112","47","42"
"ECOOP","2021","35th","Online, Online","57","22","38.6"
"ECOOP","2020","34th","Online, Online","71","30","42.3"
"ECOOP","2019","33rd","London, UK","82","28","34.1"
"ECOOP","2018","32nd","Amsterdam, The Netherlands","66","26","39.4"
"ECOOP","2017","31st","Barcelona, Spain","81","27","33.3"
"ECOOP","2016","30th","Rome, Italy","79","25","31.6"
"ECOOP","2015","29th","Prague, Czech Republic","136","31","22.8"
"ECOOP","2014","28th","Uppsala, Sweden","101","27","26.7"
"ECOOP","2013","27th","Montpellier, France","116","29","25"
"ECOOP","2012","26th","Beijing, China","140","30","21.4"
"ECOOP","2011","25th","Lancaster, UK","100","26","26"
"ECOOP","2010","24th","Maribor, Slovenia","108","24","22.2"
"ECOOP","2009","23rd","Genoa, Italy","117","25","21.4"
"ECOOP","2008","22nd","Paphos, Cyprus","138","27","19.6"
"ECOOP","2007","21st","Berlin, Germany","135","25","18.5"
"ECOOP","2006","20th","Nantes, France","162","20","12.3"
"ECOOP","2005","19th","Glasgow, Scotland, UK","172","24","14"
"ECOOP","2004","18th","Oslo, Norway","132","25","18.9"
"ECOOP","2003","17th","Darmstadt, Germany","88","18","20.5"
"ECOOP","2002","16th","Malaga, Spain","96","24","25"
"ECOOP","2001","15th","Budapest, Hungary","108","18","16.7"
"ECOOP","2000","14th","Sophia Antipolis, France","109","20","18.3"
"ECOOP","1999","13th","Lisbon, Portugal","183","20","10.9"
"ECOOP","1998","12th","Brussels, Belgium","124","24","19.4"
"ECOOP","1997","11th","Jyvaskyla, Finland","103","20","19.4"
"ECOOP","1996","10th","Linz, Austria","173","21","12.1"
"ECOOP","1995","9th","Aarhus, Denmark","90","18","20"
"ECOOP","1994","8th","Bologna, Italy","161","25","15.5"
"ECOOP","1993","7th","Kaiserslautern, Germany","146","25","17.1"
"ECOOP","1992","6th","Utrecht, The Netherlands","124","22","17.7"
"ECOOP","1991","5th","Geneva, Switzerland","129","22","17.1"
"ECOOP","1988","2nd","Oslo, Norway","103","22","21.4"
"ECOOP","1987","1st","Geneva, Switzerland","100","25","25"
"ICFP","2025","30th","Singapore, Singapore","110","36","32.7"
"ICFP","2024","29th","Milan, Italy","106","35","33"
"ICFP","2023","28th","Seattle, USA","90","33","36.7"
"ICFP","2022","27th","Ljubljana, Slovenia","102","35","34.3"
"ICFP","2021","26th","Online, Online","107","35","32.7"
"ICFP","2020","25th","Online, Online","101","37","36.6"
"ICFP","2019","24th","Berlin, Germany","119","39","32.8"
"ICFP","2018","23rd","St. Louis, USA","120","40","33.3"
"ICFP","2017","22nd","Oxford, UK","127","44","34.6"
"ICFP","2016","21st","Nara, Japan","118","37","31.4"
"ICFP","2015","20th","Vancouver, Canada","119","35","29.4"
"ICFP","2014","19th","Gothenburg, Sweden","97","28","28.9"
"ICFP","2013","18th","Boston, USA","133","40","30.1"
"ICFP","2012","17th","Copenhagen, Denmark","88","32","36.4"
"ICFP","2011","16th","Tokyo, Japan","112","33","29.5"
"ICFP","2010","15th","Baltimore, USA","99","33","33.3"
"ICFP","2009","14th","Edinburgh, Scotland, UK","101","32","31.7"
"ICFP","2008","13th","Victoria, Canada","99","35","35.4"
"ICFP","2007","12th","Freiburg, Germany","122","32","26.2"
"ICFP","2006","11th","Portland, USA","74","24","32.4"
"ICFP","2005","10th","Tallinn, Estonia","87","26","29.9"
"ICFP","2004","9th","Snowbird, USA","80","21","26.2"
"ICFP","2003","8th","Uppsala, Sweden","95","24","25.3"
"ICFP","2002","7th","Pittsburgh, USA","76","24","31.6"
"ICFP","2001","6th","Florence, Italy","66","23","34.8"
"ICFP","2000","5th","Montreal, Canada","110","24","21.8"
"ICFP","1999","4th","Paris, France","81","25","30.9"
"ICFP","1998","3rd","Baltimore, USA","77","30","39"
"ICFP","1997","2nd","Amsterdam, The Netherlands","78","25","32.1"
"ICFP","1996","1st","Philadelphia, USA","83","25","30.1"
"OOPSLA","2025","40th","Singapore, Singapore","590","214","36.3"
"OOPSLA","2024","39th","Pasadena, California, USA","384","148","38.5"
"OOPSLA","2023","38th","Cascais, Portugal","304","110","36.2"
"OOPSLA","2022","37th","Auckland, New Zealand","294","92","31.3"
"OOPSLA","2021","36th","Online, Online","205","71","34.6"
"OOPSLA","2020","35th","Online, Online","302","109","36.1"
"OOPSLA","2019","34th","Athens, Greece","201","73","36.3"
"OOPSLA","2018","33rd","Boston, USA","216","60","27.8"
"OOPSLA","2017","32nd","Vancouver, Canada","223","66","29.6"
"OOPSLA","2016","31st","Amsterdam, The Netherlands","203","52","25.6"
"OOPSLA","2015","30th","Pittsburgh, USA","210","53","25.2"
"OOPSLA","2014","29th","Portland, USA","186","52","28"
"OOPSLA","2013","28th","Indianapolis, USA","189","50","26.5"
"OOPSLA","2012","27th","Tucson, USA","228","59","25.9"
"OOPSLA","2010","25th","Reno, USA","164","45","27.4"
"OOPSLA","2009","24th","Orlando, USA","144","25","17.4"
"OOPSLA","2008","23rd","Nashville, USA","117","33","28.2"
"OOPSLA","2007","22nd","Montreal, Canada","156","33","21.2"
"OOPSLA","2006","21st","Portland, USA","157","26","16.6"
"OOPSLA","2005","20th","San Diego, California, USA","174","32","18.4"
"OOPSLA","2004","19th","Vancouver, Canada","173","27","15.6"
"OOPSLA","2003","18th","Anaheim, California, USA","147","26","17.7"
"OOPSLA","2002","17th","Seattle, USA","125","25","20"
"OOPSLA","2001","16th","Tampa, USA","145","27","18.6"
"OOPSLA","2000","15th","Minneapolis, USA","142","26","18.3"
"OOPSLA","1999","14th","Denver, USA","152","30","19.7"
"OOPSLA","1989","4th","New Orleans, USA","186","46","24.7"
"OOPSLA","1988","3rd","San Diego, California, USA","212","32","15.1"
"ASE","2025","40th","Seoul, Korea","1136","245","21.6"
"ASE","2024","39th","Sacramento, California, USA","568","155","27.3"
"ASE","2023","38th","Echternach, Luxembourg","630","134","21.3"
"ASE","2022","37th","Oakland Center, Michigan, USA","527","116","22"
"ASE","2021","36th","Online, Online","427","82","19.2"
"ASE","2020","35th","Online, Online","408","93","22.8"
"ASE","2019","34th","San Diego, California, USA","377","77","20.4"
"ASE","2018","33rd","Montpellier, France","315","64","20.3"
"ASE","2017","32nd","Urbana-Champaign, USA","314","65","20.7"
"ASE","2016","31st","Singapore, Singapore","284","53","18.7"
"ASE","2015","30th","Lincoln, USA","289","55","19"
"ASE","2014","29th","Vasteras, Sweden","276","55","19.9"
"ASE","2013","28th","Palo Alto, California, USA","310","43","13.9"
"ASE","2012","27th","Essen, Germany","138","21","15.2"
"ASE","2011","26th","Lawrence, USA","252","37","14.7"
"ASE","2010","25th","Antwerp, Belgium","190","33","17.4"
"ASE","2009","24th","Auckland, New Zealand","220","38","17.3"
"ASE","2008","23rd","L'Aquila, Italy","280","34","12.1"
"ASE","2007","22nd","Atlanta, USA","312","37","11.9"
"ASE","2006","21st","Tokyo, Japan","121","22","18.2"
"ASE","2005","20th","Long Beach, California, USA","291","28","9.6"
"ASE","2004","19th","Linz, Austria","183","25","13.7"
"ASE","2003","18th","Montreal, Canada","170","22","12.9"
"ASE","2002","17th","Edinburgh, Scotland, UK","94","19","20.2"
"ASE","2001","16th","San Diego, California, USA","164","32","19.5"
"ASE","2000","15th","Grenoble, France","100","23","23"
"ASE","1999","14th","Cocoa Beach, USA","123","25","20.3"
"ASE","1998","13th","Honolulu, Hawaii, USA","155","24","15.5"
"ASE","1997","12th","Lake Tahoe, California, USA","108","32","29.6"
"ASE","1996","11th","Syracuse, USA","50","15","30"
"ASE","1995","10th","Boston, USA","56","23","41.1"
"ASE","1991","6th","Syracuse, USA","56","25","44.6"
"ICSE","2025","47th","Ottawa, Canada","1150","245","21.3"
"ICSE","2024","46th","Lisbon, Portugal","1051","234","22.3"
"ICSE","2023","45th","Melbourne, Australia","780","207","26.5"
"ICSE","2022","44th","Pittsburgh, USA","691","197","28.5"
"ICSE","2021","43rd","Online, Online","615","138","22.4"
"ICSE","2020","42nd","Online, Online","617","129","20.9"
"ICSE","2019","41st","Montreal, Canada","504","109","21.6"
"ICSE","2018","40th","Gothenburg, Sweden","502","105","20.9"
"ICSE","2017","39th","Buenos Aires, Argentina","415","67","16.1"
"ICSE","2016","38th","Austin, USA","530","101","19.1"
"ICSE","2015","37th","Florence, Italy","452","84","18.6"
"ICSE","2014","36th","Hyderabad, India","496","99","20"
"ICSE","2013","35th","San Francisco, California, USA","461","85","18.4"
"ICSE","2012","34th","Zurich, Switzerland","401","87","21.7"
"ICSE","2011","33rd","Honolulu, Hawaii, USA","441","62","14.1"
"ICSE","2010","32nd","Cape Town, South Africa","380","54","14.2"
"ICSE","2009","31st","Vancouver, Canada","405","50","12.3"
"ICSE","2008","30th","Leipzig, Germany","370","56","15.1"
"ICSE","2007","29th","Minneapolis, USA","325","49","15.1"
"ICSE","2006","28th","Shanghai, China","400","36","9"
"ICSE","2005","27th","St. Louis, USA","314","44","14"
"ICSE","2004","26th","Edinburgh, Scotland, UK","436","58","13.3"
"ICSE","2003","25th","Portland, USA","324","42","13"
"ICSE","2002","24th","Orlando, USA","303","45","14.9"
"ICSE","2001","23rd","Toronto, Canada","268","47","17.5"
"ICSE","2000","22nd","Limerick, Ireland","335","49","14.6"
"ICSE","1999","21st","Los Angeles, California, USA","260","49","18.8"
"ICSE","1998","20th","Kyoto, Japan","209","41","19.6"
"ICSE","1997","19th","Boston, USA","219","41","18.7"
"ICSE","1996","18th","Berlin, Germany","213","52","24.4"
"ICSE","1995","17th","Seattle, USA","155","28","18.1"
"ICSE","1982","6th","Tokyo, Japan","245","39","15.9"
"FSE","2025","33rd","Tronheim, Norway","612","135","22.1"
"FSE","2024","32nd","Porto de Galinhas, Brazil","474","121","25.5"
"FSE","2023","31st","San Francisco, California, USA","465","127","27.3"
"FSE","2022","30th","Singapore, Singapore","449","99","22"
"FSE","2021","29th","Online, Online","396","97","24.5"
"FSE","2020","28th","Online, Online","360","101","28.1"
"FSE","2019","27th","Tallinn, Estonia","303","74","24.4"
"FSE","2018","26th","Lake Buena Vista, USA","289","61","21.1"
"FSE","2017","25th","Paderborn, Germany","295","72","24.4"
"FSE","2016","24th","Seattle, USA","266","74","27.8"
"FSE","2015","23rd","Bergamo, Italy","291","74","25.4"
"FSE","2014","22nd","Hong Kong, China","280","61","21.8"
"FSE","2013","21st","Saint Petersburg, Russia","251","51","20.3"
"FSE","2012","20th","Cary, USA","192","34","17.7"
"FSE","2011","19th","Szeged, Hungary","203","34","16.7"
"FSE","2010","18th","Santa Fe, USA","169","33","19.5"
"FSE","2009","17th","Amsterdam, The Netherlands","217","32","14.7"
"FSE","2008","16th","Atlanta, USA","152","31","20.4"
"FSE","2007","15th","Dubrovnik, Croatia","251","42","16.7"
"FSE","2006","14th","Portland, USA","125","30","24"
"FSE","2005","13th","Lisbon, Portugal","201","32","15.9"
"FSE","2004","12th","Newport Beach, California, USA","170","25","14.7"
"FSE","2003","11th","Helsinki, Finland","168","33","19.6"
"FSE","2002","10th","Charleston, USA","128","17","13.3"
"FSE","2001","9th","Vienna, Austria","137","29","21.2"
"FSE","1999","7th","Toulouse, France","141","29","20.6"
"FSE","1997","5th","Zurich, Switzerland","194","27","13.9"
"ISSTA","2025","34th","Tronheim, Norway","550","107","19.5"
"ISSTA","2024","33rd","Vienna, Austria","694","143","20.6"
"ISSTA","2023","32nd","Seattle, USA","406","117","28.8"
"ISSTA","2022","31st","Online, Online","250","61","24.4"
"ISSTA","2021","30th","Online, Online","233","51","21.9"
"ISSTA","2020","29th","Online, Online","162","43","26.5"
"ISSTA","2019","28th","Beijing, China","142","32","22.5"
"ISSTA","2018","27th","Amsterdam, The Netherlands","132","31","23.5"
"ISSTA","2017","26th","Santa Barbara, California, USA","118","31","26.3"
"ISSTA","2016","25th","Saarbrucken, Germany","147","37","25.2"
"ISSTA","2015","24th","Baltimore, USA","119","33","27.7"
"ISSTA","2014","23rd","San Jose, California, USA","128","36","28.1"
"ISSTA","2013","22nd","Lugano, Switzerland","124","32","25.8"
"ISSTA","2012","21st","Minneapolis, USA","108","31","28.7"
"ISSTA","2011","20th","Toronto, Canada","121","35","28.9"
"ISSTA","2010","19th","Trento, Italy","100","23","23"
"ISSTA","2009","18th","Chicago, USA","93","25","26.9"
"ISSTA","2008","17th","Seattle, USA","101","26","25.7"
"ISSTA","2007","16th","London, UK","101","22","21.8"
"ISSTA","2006","15th","Portland, USA","84","22","26.2"
"ISSTA","2004","14th","Boston, USA","93","26","28"
"ISSTA","2002","13th","Rome, Italy","97","26","26.8"
"ISSTA","2000","12th","Portland, USA","73","21","28.8"
"ISSTA","1998","11th","Clearwater, USA","47","16","34"
"ISSTA","1994","9th","Seattle, USA","69","16","23.2"
"FOCS","2025","66th","Sydney, Australia","546","137","25.1"
"FOCS","2024","65th","Chicago, USA","500","131","26.2"
"FOCS","2023","64th","Santa Cruz, California, USA","421","141","33.5"
"FOCS","2022","63rd","Denver, USA","296","110","37.2"
"FOCS","2021","62nd","Online, Online","340","117","34.4"
"FOCS","2020","61st","Online, Online","399","127","31.8"
"FOCS","2019","60th","Baltimore, USA","318","92","28.9"
"FOCS","2018","59th","Paris, France","320","86","26.9"
"FOCS","2017","58th","Berkeley, California, USA","323","90","27.9"
"FOCS","2016","57th","New Brunswick, USA","307","85","27.7"
"FOCS","2015","56th","Berkeley, California, USA","314","86","27.4"
"FOCS","2014","55th","Philadelphia, USA","273","68","24.9"
"FOCS","2013","54th","Berkeley, California, USA","281","79","28.1"
"FOCS","2012","53rd","New Brunswick, USA","248","79","31.9"
"FOCS","2011","52nd","Palm Springs, California, USA","292","85","29.1"
"FOCS","2010","51st","Las Vegas, USA","270","81","30"
"FOCS","2009","50th","Atlanta, USA","249","75","30.1"
"FOCS","2008","49th","Philadelphia, USA","276","79","28.6"
"FOCS","2007","48th","Providence, Rhode Island, USA","302","66","21.9"
"FOCS","2006","47th","Berkeley, California, USA","240","71","29.6"
"FOCS","2005","46th","Pittsburgh, USA","276","62","22.5"
"FOCS","2004","45th","Rome, Italy","272","64","23.5"
"FOCS","2003","44th","Cambridge (MA), USA","254","62","24.4"
"FOCS","2002","43rd","Vancouver, Canada","279","77","27.6"
"FOCS","2001","42nd","Las Vegas, USA","214","63","29.4"
"FOCS","2000","41st","Redondo Beach, California, USA","206","66","32"
"FOCS","1999","40th","New York City, USA","218","67","30.7"
"FOCS","1998","39th","Palo Alto, California, USA","204","76","37.3"
"FOCS","1996","37th","Burlington, USA","174","63","36.2"
"FOCS","1987","28th","Los Angeles, California, USA","195","53","27.2"
"FOCS","1986","27th","Toronto, Canada","184","54","29.3"
"FOCS","1985","26th","Portland, USA","204","61","29.9"
"FOCS","1983","24th","Tucson, USA","160","60","37.5"
"FOCS","1982","23rd","Chicago, USA","169","46","27.2"
"FOCS","1981","22nd","Nashville, USA","135","51","37.8"
"FOCS","1980","21st","Syracuse, USA","146","45","30.8"
"FOCS","1979","20th","San Juan, Puerto Rico","150","43","28.7"
"FOCS","1978","19th","Ann Arbor, USA","129","32","24.8"
"FOCS","1977","18th","Providence, Rhode Island, USA","92","31","33.7"
"FOCS","1976","17th","Houston, USA","75","29","38.7"
"SODA","2025","36th","New Orleans, USA","655","192","29.3"
"SODA","2024","35th","Alexandria, USA","652","192","29.4"
"SODA","2023","34th","Florence, Italy","652","190","29.1"
"SODA","2022","33rd","Online, Online","491","148","30.1"
"SODA","2021","32nd","Online, Online","641","180","28.1"
"SODA","2020","31st","Salt Lake City, USA","589","182","30.9"
"SODA","2019","30th","San Diego, California, USA","586","184","31.4"
"SODA","2018","29th","New Orleans, USA","547","181","33.1"
"SODA","2017","28th","Barcelona, Spain","533","181","34"
"SODA","2016","27th","Arlington, USA","527","149","28.3"
"SODA","2015","26th","San Diego, California, USA","495","137","27.7"
"SODA","2014","25th","Portland, USA","485","136","28"
"SODA","2013","24th","New Orleans, USA","454","135","29.7"
"SODA","2012","23rd","Kyoto, Japan","517","138","26.7"
"SODA","2011","22nd","San Francisco, California, USA","452","136","30.1"
"SODA","2010","21st","Austin, USA","445","135","30.3"
"SODA","2009","20th","New York City, USA","458","135","29.5"
"SODA","2007","18th","New Orleans, USA","382","139","36.4"
"SODA","2006","17th","Miami, USA","425","138","32.5"
"SODA","2005","16th","Vancouver, Canada","392","126","32.1"
"SODA","2004","15th","New Orleans, USA","360","117","32.5"
"SODA","2003","14th","Baltimore, USA","331","92","27.8"
"SODA","2002","13th","San Francisco, California, USA","283","110","38.9"
"SODA","2000","11th","San Francisco, California, USA","335","123","36.7"
"SODA","1998","9th","San Francisco, California, USA","238","79","33.2"
"SODA","1996","7th","Atlanta, USA","232","65","28"
"STOC","2025","57th","Prague, Czech Republic","735","219","29.8"
"STOC","2024","56th","Vancouver, Canada","592","188","31.8"
"STOC","2023","55th","Orlando, USA","480","155","32.3"
"STOC","2022","54th","Online, Online","457","135","29.5"
"STOC","2021","53rd","Online, Online","498","143","28.7"
"STOC","2020","52nd","Chicago, USA","440","113","25.7"
"STOC","2019","51st","Phoenix, USA","424","114","26.9"
"STOC","2018","50th","Los Angeles, California, USA","416","111","26.7"
"STOC","2017","49th","Montreal, Canada","422","103","24.4"
"STOC","2016","48th","Cambridge (MA), USA","370","92","24.9"
"STOC","2015","47th","Portland, USA","347","93","26.8"
"STOC","2014","46th","New York City, USA","319","91","28.5"
"STOC","2013","45th","Palo Alto, California, USA","360","100","27.8"
"STOC","2012","44th","New York City, USA","303","90","29.7"
"STOC","2011","43rd","San Jose, California, USA","299","84","28.1"
"STOC","2010","42nd","Cambridge (MA), USA","279","78","28"
"STOC","2009","41st","Bethesda, USA","321","77","24"
"STOC","2008","40th","Victoria, Canada","320","80","25"
"STOC","2007","39th","San Diego, California, USA","312","78","25"
"STOC","2006","38th","Seattle, USA","288","78","27.1"
"STOC","2005","37th","Baltimore, USA","285","84","29.5"
"STOC","2004","36th","Chicago, USA","271","71","26.2"
